seq,source_file,statement_from,statement_to,date,value_date,narration,reference,direction,withdrawal,deposit,amount,closing_balance,categories,is_recurring,recurring_key
1,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ IMPS/P2A/609147096215/HONEPELIMITEDPA/F09Hpcljige,,Receipt,0.0,53200.0,53200.0,416391.0,Other,No,HONEPELIMITEDPA
2,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-YESAP60912594024-PhonePe Limited,,Receipt,0.0,165179.0,165179.0,581570.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
3,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,UPI/6091426275 42627513 UPI/609142627513/04:54:21/UPI/dineshjogle086-5@ok,,Payment,2356.0,0.0,2356.0,579214.0,UPI,No,DINESHJOGLE
4,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ IMPS/P2A/609149979773/ONEMOBIKWIKSYST/IMPSAXB9100,,Receipt,0.0,35167.6,35167.6,614381.6,Other,No,ONEMOBIKWIKSYST
5,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,UPI/6091243743 24374374 UPI/609124374374/11:47:28/UPI/prasadconstruction2,,Receipt,0.0,70000.0,70000.0,684381.6,UPI,No,PRASADCONSTRUCTION
6,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,EBANK:WIB/1502 EBANK:WIB/1502021829/Edfs,,Payment,681881.6,0.0,681881.6,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
7,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-FBPT260916108327-PREMIER CONVEYORS PRIVATE LI,,Receipt,0.0,18409.0,18409.0,20909.0,EMI; Recurring Transaction,Yes,PREMIER CONVEYORS PRIVATE LI
8,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-CNRBH00121803213-QUALITY PLAST INDUSTRIES LIM,,Receipt,0.0,121431.0,121431.0,142340.0,High Transaction; Recurring Transaction,Yes,QUALITY PLAST INDUSTRIES LIM
9,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,UPI/6091779614 77961475 UPI/609177961475/16:34:33/UPI/q297956037@ybl/food,,Payment,1500.0,0.0,1500.0,140840.0,UPI,No,UPI/# # UPI/#/#:#:#/UPI/Q#@YBL/FOOD
10,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ IMPS/P2A/609116466512/AFZALSIRAJUDDIN/IMPSUOB9191,,Receipt,0.0,100000.0,100000.0,240840.0,High Transaction; Recurring Transaction,Yes,AFZALSIRAJUDDIN
11,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-KKBKH26091970510-VENKTESHWAR INDUSTRIAL CORPO,,Receipt,0.0,10000.0,10000.0,250840.0,Recurring Transaction,Yes,VENKTESHWAR INDUSTRIAL CORPO
12,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,"EBANK:WIB/1502 ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 9,34,077.60 5,73,386.60 2,500.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any dis",,Payment,248340.0,0.0,248340.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
13,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-YESAP60924833309-PhonePe Limited,,Receipt,0.0,188588.4,188588.4,191088.4,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
14,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-AXNPN09202196281-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,50884.1,50884.1,241972.5,Recurring Transaction,Yes,PHONEPE LIMITED
15,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-AXISCN1298773772-ONE MOBIKWIK SYSTEMS LIMITED https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026,,Receipt,0.0,26312.0,26312.0,268284.5,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED HTTPS
16,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ IMPS/P2A/609208556385/OMSANITRANSPORT/IMPSUOB9195,,Receipt,0.0,16450.0,16450.0,284734.5,Recurring Transaction,Yes,OMSANITRANSPORT
17,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-AXISCN1298906804-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,61903.0,61903.0,346637.5,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
18,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-AXISCN1299028324-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,166884.0,166884.0,513521.5,High Transaction; Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
19,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,UPI/6092378308 37830859 UPI/609237830859/11:20:36/UPI/9850754712-3@ybl/st,,Payment,4000.0,0.0,4000.0,509521.5,UPI,No,UPI/# # UPI/#/#:#:#/UPI/#-#@YBL/ST
20,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ IMPS/P2A/609211135154/SHREE GANESH EN/dieselVVS91,,Receipt,0.0,63308.0,63308.0,572829.5,Recurring Transaction,Yes,SHREE GANESH EN
21,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-KKBKH26092777992-VENKTESHWAR INDUSTRIAL CORPO,,Receipt,0.0,18088.0,18088.0,590917.5,Recurring Transaction,Yes,VENKTESHWAR INDUSTRIAL CORPO
22,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,UPI/6092013389 1338963 UPI/609201338963/12:38:06/UPI/gpay-11193876450@ok,,Payment,2800.0,0.0,2800.0,588117.5,UPI,No,UPI/# # UPI/#/#:#:#/UPI/GPAY-#@OK
23,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-NKGSH26092846591-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,12813.0,12813.0,600930.5,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
24,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-IDIBH09236262399-JAI AMBE TRANSPORT,,Receipt,0.0,4378.0,4378.0,605308.5,Recurring Transaction,Yes,JAI AMBE TRANSPORT
25,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-HDFCH00905140576-Adekar enterprises pvt ltd,,Receipt,0.0,138674.0,138674.0,743982.5,High Transaction; Recurring Transaction,Yes,ADEKAR ENTERPRISES PVT LTD
26,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-TDCBH26092001785-V C ENTERPRISES,,Receipt,0.0,50000.0,50000.0,793982.5,Recurring Transaction,Yes,V C ENTERPRISES
27,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,EBANK:WIB/1502 EBANK:WIB/1502234210/Edfs,,Payment,791482.5,0.0,791482.5,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
28,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,"DIGITA-MUMBAI/ ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 7,98,282.50 8,34,458.50 38,676.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any di",,Receipt,0.0,36176.0,36176.0,38676.0,Recurring Transaction,Yes,PAGE TOTAL   CR
29,502 input.pdf,2026-04-01,2026-04-30,2026-04-02,2026-04-02,DIGITA-MUMBAI/ NEFT-KKBKH26092921670-ATLAS COMMODITIES PRIVATE LI,,Receipt,0.0,4353.0,4353.0,43029.0,Recurring Transaction,Yes,ATLAS COMMODITIES PRIVATE LI
30,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ NEFT-YESAP60934071902-PhonePe Limited,,Receipt,0.0,173393.9,173393.9,216422.9,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
31,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ NEFT-AXNPN09311160907-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,53957.68,53957.68,270380.58,Recurring Transaction,Yes,PHONEPE LIMITED
32,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ NEFT-AXISCN1300289999-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,21700.0,21700.0,292080.58,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
33,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ IMPS/P2A/609308206742/S TRANS 14851/Mh04ju3738I,,Receipt,0.0,5750.0,5750.0,297830.58,Recurring Transaction,Yes,DIGITA-MUMBAI/ IMPS/P#A/#/S TRANS #/MH#JU#I
34,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ NEFT-AXISCN1300388689-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,112894.0,112894.0,410724.58,High Transaction; Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
35,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ IMPS/P2A/609312855509/AFZALSIRAJUDDIN/IMPSUOB9191,,Receipt,0.0,200000.0,200000.0,610724.58,High Transaction; Recurring Transaction,Yes,AFZALSIRAJUDDIN
36,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,DIGITA-MUMBAI/ NEFT-002663976089-GANGAMAI INDUSTRIES AND CONSTR,,Receipt,0.0,180880.0,180880.0,791604.58,High Transaction,No,GANGAMAI INDUSTRIES AND CONSTR
37,502 input.pdf,2026-04-01,2026-04-30,2026-04-03,2026-04-03,EBANK:WIB/1502 EBANK:WIB/1502413595/Edfs,,Payment,790104.58,0.0,790104.58,1500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
38,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ NEFT-YESAP60944128518-PhonePe Limited,,Receipt,0.0,171014.0,171014.0,172514.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
39,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 NEFT-AXNPN09418938602-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,49956.0,49956.0,222470.0,Recurring Transaction,Yes,CBDRPTBANKOFBARODACOIN
40,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ NEFT-AXISCN1301100257-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,22121.0,22121.0,244591.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
41,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,EBANK:WIB/1502 EBANK:WIB/1502423934/Edfs,,Payment,240091.0,0.0,240091.0,4500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
42,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ NEFT-AXISCN1301297166-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,22400.0,22400.0,26900.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
43,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,"DIGITA-MUMBAI/ NEFT-HDFCH00909652553-KUNDAN QUARRY ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 10,30,195.58 10,24,219.58 32,700.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the c",,Receipt,0.0,5800.0,5800.0,32700.0,Recurring Transaction,Yes,KUNDAN QUARRY
44,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,UPI/6094661908 66190812 UPI/609466190812/12:12:08/UPI/starbazaarhyper@ybl,,Payment,150.63,0.0,150.63,32549.37,UPI,No,STARBAZAARHYPERYBL
45,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ NEFT-KKBKH26094919635-ATLAS COMMODITIES PRIVATE LI,,Receipt,0.0,7885.0,7885.0,40434.37,Recurring Transaction,Yes,ATLAS COMMODITIES PRIVATE LI
46,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ IMPS/P2A/609418057716/PRASAD ROADS AN/JigeeshaICI,,Receipt,0.0,81396.0,81396.0,121830.37,Other,No,PRASAD ROADS AN
47,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,EBANK:WIB/1502 EBANK:WIB/1502545632/Edfs,,Payment,120330.37,0.0,120330.37,1500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
48,502 input.pdf,2026-04-01,2026-04-30,2026-04-04,2026-04-04,DIGITA-MUMBAI/ NEFT-HDFCH00911243518-KAVITA ENTERPRISES,,Receipt,0.0,81396.0,81396.0,82896.0,Recurring Transaction,Yes,KAVITA ENTERPRISES
49,502 input.pdf,2026-04-01,2026-04-30,2026-04-05,2026-04-05,DIGITA-MUMBAI/ NEFT-YESAP60953903247-PhonePe Limited,,Receipt,0.0,167015.0,167015.0,249911.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
50,502 input.pdf,2026-04-01,2026-04-30,2026-04-05,2026-04-05,DIGITA-MUMBAI/ NEFT-AXNPN09528140899-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,67868.36,67868.36,317779.36,Recurring Transaction,Yes,PHONEPE LIMITED
51,502 input.pdf,2026-04-01,2026-04-30,2026-04-05,2026-04-05,DIGITA-MUMBAI/ NEFT-AXISCN1301923332-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,28124.0,28124.0,345903.36,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
52,502 input.pdf,2026-04-01,2026-04-30,2026-04-05,2026-04-05,EBANK:WIB/1502 EBANK:WIB/1502577386/Edfs,,Payment,300403.36,0.0,300403.36,45500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
53,502 input.pdf,2026-04-01,2026-04-30,2026-04-05,2026-04-05,DIGITA-MUMBAI/ IMPS/P2A/609509137308/SHREE GANESH EN/diselVVS910,,Receipt,0.0,63308.0,63308.0,108808.0,Recurring Transaction,Yes,SHREE GANESH EN
54,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-AXNPN09635263353-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,58335.21,58335.21,167143.21,Recurring Transaction,Yes,PHONEPE LIMITED
55,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-YESAP60964000643-PhonePe Limited,,Receipt,0.0,169456.0,169456.0,336599.21,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
56,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-AXISCN1302642509-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,31681.0,31681.0,368280.21,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
57,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,EBANK:WIB/1502 EBANK:WIB/1502642025/Edfs,,Payment,365780.21,0.0,365780.21,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
58,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-AXISCN1302721272-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,29516.0,29516.0,32016.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
59,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,"DIGITA-MUMBAI/ ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 7,86,664.57 8,85,980.57 1,32,016.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any ",,Receipt,0.0,100000.0,100000.0,132016.0,High Transaction; Recurring Transaction,Yes,PAGE TOTAL   CR
60,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-AXISCN1302925515-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,14073.0,14073.0,146089.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
61,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,UPI/8321480914 48091426 UPI/832148091426/12:12:00/UPI/7507026281@axl/Paym,,Receipt,0.0,1000.0,1000.0,147089.0,UPI,No,UPI/# # UPI/#/#:#:#/UPI/#@AXL/PAYM
62,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-HDFCH00913518284-CORPAK,,Receipt,0.0,38524.0,38524.0,185613.0,Recurring Transaction,Yes,DIGITA-MUMBAI/ NEFT-HDFCH#-CORPAK
63,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-NKGSH26096901712-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,15001.0,15001.0,200614.0,Recurring Transaction,Yes,GEBI PRODUCTS PRIVATE LIMITE
64,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,EBANK:WIB/1502 EBANK:WIB/1502790855/Edfs,,Payment,198114.0,0.0,198114.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
65,502 input.pdf,2026-04-01,2026-04-30,2026-04-06,2026-04-06,DIGITA-MUMBAI/ NEFT-HDFCH00915259780-MOHANJI BHARAT WELFARE FOUND,,Receipt,0.0,18448.0,18448.0,20948.0,Recurring Transaction,Yes,MOHANJI BHARAT WELFARE FOUND
66,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-YESAP60974165954-PhonePe Limited,,Receipt,0.0,260044.42,260044.42,280992.42,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
67,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-AXNPN09743969962-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,55000.65,55000.65,335993.07,Recurring Transaction,Yes,PHONEPE LIMITED
68,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,EBANK:WIB/1502 EBANK:WIB/1502821939/Edfs,,Payment,330493.07,0.0,330493.07,5500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
69,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,UPI/8639137766 13776666 UPI/863913776666/06:48:44/UPI/surajdhanotra1@ibl/,,Receipt,0.0,9000.0,9000.0,14500.0,UPI; Recurring Transaction,Yes,SURAJDHANOTRAIBL
70,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-AXISCN1303901852-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,23072.0,23072.0,37572.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
71,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-AXISCN1303985526-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,25110.0,25110.0,62682.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
72,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,Charges for Charges for PORD Customer Payment :003566909942,,Payment,2.65,0.0,2.65,62679.35,Recurring Transaction,Yes,CHARGES FOR CHARGES FOR PORD CUSTOMER PA
73,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,NEFT-BARBT2609 NEFT-BARBT26097282981-PETROL DEALERS ASSOCIATION,,Payment,4000.0,0.0,4000.0,58679.35,Other,No,BARBT NEFT
74,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-HDFCH00916196159-MARK LUBES PRIVATE LIMITED,,Receipt,0.0,3617.0,3617.0,62296.35,Recurring Transaction,Yes,MARK LUBES PRIVATE LIMITED
75,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,"BY CASH ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 5,32,609.72 5,77,390.07 1,76,796.35Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any discrep",,Receipt,0.0,114500.0,114500.0,176796.35,Cash; High Transaction; Recurring Transaction,Yes,PAGE TOTAL   CR
76,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,"WADPAL-WADA,MH 143 BOB DD EXECUTIVE ENG PWD JAWHAR-WADPAL",,Payment,99037.0,0.0,99037.0,77759.35,Other,No,WADAMH  BOB DD EXECUTIVE ENG PWD JAWHAR
77,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,UPI/6463233094 23309409 UPI/646323309409/14:08:53/UPI/gotarne.pratik@axl/,,Payment,500.0,0.0,500.0,77259.35,UPI,No,GOTARNEPRATIKAXL
78,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-KKBKH26097664663-ATLAS COMMODITIES PRIVATE LI,,Receipt,0.0,3405.0,3405.0,80664.35,Recurring Transaction,Yes,ATLAS COMMODITIES PRIVATE LI
79,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ https://cbdrpt101.bankofbaroda.co.in:22000/finbranch/arjspmorph/INFENG/tran_rpt.jsp?... 04-05-2026 NEFT-NKGSH26097920270-GEBI PRODUCTS PRIVATE LIMITE,,Receipt,0.0,2618.0,2618.0,83282.35,Recurring Transaction,Yes,CBDRPTBANKOFBARODACOIN
80,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-HDFCH00917822677-SL CORBOX PRIVATE LIMITED,,Receipt,0.0,56800.0,56800.0,140082.35,Recurring Transaction,Yes,SL CORBOX PRIVATE LIMITED
81,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,EBANK:WIB/1502 EBANK:WIB/1502986421/Edfs,,Payment,137582.35,0.0,137582.35,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
82,502 input.pdf,2026-04-01,2026-04-30,2026-04-07,2026-04-07,DIGITA-MUMBAI/ NEFT-IN42609750724469-VINAYAK OIL INDUSTRIES,,Receipt,0.0,37413.0,37413.0,39913.0,Recurring Transaction,Yes,VINAYAK OIL INDUSTRIES
83,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ NEFT-YESAP60983679319-PhonePe Limited,,Receipt,0.0,243684.0,243684.0,283597.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
84,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,UPI/6464912624 91262434 UPI/646491262434/06:48:01/UPI/9822321566@centralb,,Payment,37085.0,0.0,37085.0,246512.0,UPI,No,CENTRALB
85,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ NEFT-AXNPN09852795681-PHONEPE LIMITED-PAYMENT AGGR,,Receipt,0.0,47737.0,47737.0,294249.0,Recurring Transaction,Yes,PHONEPE LIMITED
86,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,Chg Cash Chg Cash handling for:30-03-2026,,Payment,24.0,0.0,24.0,294225.0,Cash,No,CHG CASH CHG CASH HANDLING FOR
87,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ NEFT-AXISCN1305078531-ONE MOBIKWIK SYSTEMS LIMITED,,Receipt,0.0,13338.0,13338.0,307563.0,Recurring Transaction,Yes,ONE MOBIKWIK SYSTEMS LIMITED
88,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ NEFT-AXISCN1305183876-PINE LABS PRIVATE LIMITED-NO,,Receipt,0.0,76050.0,76050.0,383613.0,Recurring Transaction,Yes,PINE LABS PRIVATE LIMITED
89,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,EBANK:WIB/1503 EBANK:WIB/1503050809/Edfs,,Payment,381113.0,0.0,381113.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
90,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ IMPS/P2A/609812907682/OMSANITRANSPORT/Diesel Bill,,Receipt,0.0,40356.0,40356.0,42856.0,Recurring Transaction,Yes,OMSANITRANSPORT
91,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,"DIGITA-MUMBAI/ ---------------------------------------------------------------------------------------------------------------------------------- Page Total: 6,55,341.35 5,23,307.00 44,762.00Cr ---------------------------------------------------------------------------------------------------------------------------------- Note: Cheques received in inward clearing will be considered for debiting/ returning on the basis opening balance in account Unless the constituent notifies the bank of any di",,Receipt,0.0,1906.0,1906.0,44762.0,Recurring Transaction,Yes,PAGE TOTAL   CR
92,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ NEFT-IDIBH09837346562-JAI AMBE TRANSPORT,,Receipt,0.0,3050.0,3050.0,47812.0,Recurring Transaction,Yes,JAI AMBE TRANSPORT
93,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,DIGITA-MUMBAI/ IMPS/P2A/609818576145/SHREE GANESH EN/diselVVS910,,Receipt,0.0,63308.0,63308.0,111120.0,Recurring Transaction,Yes,SHREE GANESH EN
94,502 input.pdf,2026-04-01,2026-04-30,2026-04-08,2026-04-08,EBANK:WIB/1503 EBANK:WIB/1503170712/Edfs,,Payment,108620.0,0.0,108620.0,2500.0,High Transaction; Recurring Transaction,Yes,EBANKWIB
95,502 input.pdf,2026-04-01,2026-04-30,2026-04-09,2026-04-09,DIGITA-MUMBAI/ NEFT-YESAP60993677587-PhonePe Limited,,Receipt,0.0,170522.0,170522.0,173022.0,High Transaction; Recurring Transaction,Yes,PHONEPE LIMITED
